sent_id,sent_text,sent_label1,sent_label2,sent_label3
507-69302-0,Qué vergüenza da ver cómo algunos ciudadanos quieren hacer creer a la gente que existe algo casi genético que impide a los barrios del sur mejorar si se invierte en ellos.,NO,SPAM,NONE
507-69302-1,¡Pues no hay ejemplos casi de lo contrario! Basta ya de discriminar al sur de Madrid.,YES,CLAIM,NONE
507-81092-0,Es hora de que el ayuntamiento garantice el cumplimiento de este derecho fundamental cuando las personas no son capaces por falta de recursos.,NO,SPAM,NONE
507-81092-1,"Al igual que estamos reclamando la remunicipalización de determinados servicios públicos, demandamos también la remunicipalización de un derecho básico como es el comer que muchas personas en nuestra ciudad no pueden ejercer por falta de medios económicos.",NO,SPAM,NONE
507-85687-0,Barro de trabajadores necesita mejorar ya.,NO,SPAM,NONE
507-85749-0,A ver si esto sufre un empuje ahora con las noticias de la operación Chamartín y se acuerdan del sur de Madrid también.,NO,SPAM,NONE
507-85816-0,Totalmente de acuerdo con la propuesta.,NO,SPAM,NONE
507-85816-1,"Si bien es cierto que construir una zona de oficinas y grandes edificios no es la solución mágica, si es el primer paso para reequilibrar la ciudad y conseguir que, con medidas adicionales adecuadamente planificadas y coordinadas, las características de la ciudad en el norte y en el sur no sigan separándose más sino que puedan aproximarse un poco.",NO,SPAM,NONE
507-85816-2,"Igualmente, como se ha dicho, si la zona sur esta mucho más poblada y los grandes centros de trabajo y oficinas se construyen en el norte, se produce un ineficiente trasvase diario de personas hacia el norte que lo único que hace es aumentar el tráfico, la contaminación y reducir calidad de vida.",YES,PREMISE,SIMILARITY
507-85985-0,Estoy totalmente de acuerdo.,NO,SPAM,NONE
507-85985-1,El sur también existe.,NO,SPAM,NONE
507-93233-0,"Es cierto que con un par de rascacielos no se arregla nada, pero sí es cierto lo que apuntaban otros comentarios en que el sur está más poblado que el norte, y que en el norte están situadas más sedes de empresas y centros de trabajo que en el sur, y que ello implica miles de desplazamientos todos los días con el consecuente aumento del tráfico y la contaminación.",YES,CLAIM,NONE
507-93233-1,Vivo al lado de la M30 y lo veo desde mi casa todos los días.,NO,SPAM,NONE
